clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
03hxmcfy_r01_s1_p010	13	03hxmcfy	r01	image_p15909	image	/dogs/cocker_spaniel/n02102318_518.jpg	['/dogs/cocker_spaniel/n02102318_2073.jpg', '/dogs/cocker_spaniel/n02102318_10019.jpg', '/dogs/cocker_spaniel/n02102318_5075.jpg', '/dogs/cocker_spaniel/n02102318_8784.jpg', '/dogs/cocker_spaniel/n02102318_1671.jpg', '/dogs/cocker_spaniel/n02102318_3827.jpg', '/dogs/cocker_spaniel/n02102318_10261.jpg', '/dogs/cocker_spaniel/n02102318_12877.jpg', '/dogs/cocker_spaniel/n02102318_10645.jpg', '/dogs/cocker_spaniel/n02102318_239.jpg', '/dogs/cocker_spaniel/n02102318_8961.jpg']	win	10
03hxmcfy_r01_s1_p011	25	03hxmcfy	r01	image_p17273	image	/birds/Eared_Grebe/Eared_Grebe_0084_34364.jpg	['/birds/Eared_Grebe/Eared_Grebe_0017_34139.jpg', '/birds/Eared_Grebe/Eared_Grebe_0032_34078.jpg', '/birds/Eared_Grebe/Eared_Grebe_0071_34311.jpg', '/birds/Eared_Grebe/Eared_Grebe_0034_34142.jpg', '/birds/Eared_Grebe/Eared_Grebe_0060_34133.jpg', '/birds/Eared_Grebe/Eared_Grebe_0007_34236.jpg', '/birds/Eared_Grebe/Eared_Grebe_0001_34433.jpg', '/birds/Eared_Grebe/Eared_Grebe_0058_34174.jpg', '/birds/Eared_Grebe/Eared_Grebe_0049_34100.jpg', '/birds/Eared_Grebe/Eared_Grebe_0045_34212.jpg', '/birds/Eared_Grebe/Eared_Grebe_0039_34257.jpg']	win	11
03hxmcfy_r01_s1_p012	25	03hxmcfy	r01	image_p40748	image	/dogs/komondor/n02105505_955.jpg	['/dogs/komondor/n02105505_2322.jpg', '/dogs/komondor/n02105505_2134.jpg', '/dogs/komondor/n02105505_3967.jpg', '/dogs/komondor/n02105505_2178.jpg', '/dogs/komondor/n02105505_475.jpg', '/dogs/komondor/n02105505_192.jpg', '/dogs/komondor/n02105505_2270.jpg', '/dogs/komondor/n02105505_441.jpg', '/dogs/komondor/n02105505_32.jpg', '/dogs/komondor/n02105505_3738.jpg', '/dogs/komondor/n02105505_4180.jpg']	win	12
03hxmcfy_r02_s1_p000	80	03hxmcfy	r02	taboo_en_p2114	word	Desperate Housewives	['Show', 'Television', 'Drama', 'American', 'Women']	skip	0
03hxmcfy_r02_s1_p001	60	03hxmcfy	r02	taboo_en_p0034	word	Opera	['Sing', 'Stage', 'Music', 'Pavarotti', 'Tenor']	win	1
03hxmcfy_r02_s1_p002	25	03hxmcfy	r02	taboo_en_p1959	word	Ancient Egypt	['Pharaoh', 'Desert', 'Sphinx', 'Pyramid', 'Giza']	win	2
03hxmcfy_r02_s1_p003	16	03hxmcfy	r02	taboo_en_p0983	word	Hair	['Follicles', 'Body', 'Head', 'Short', 'Long']	win	3
03hxmcfy_r02_s1_p004	16	03hxmcfy	r02	taboo_en_p0097	word	Sword	['Steel', 'Weapon', 'Knive', 'Fencing', 'Sable']	win	4
03hxmcfy_r02_s1_p005	34	03hxmcfy	r02	taboo_en_p0351	word	John Lennon	['Beatles', 'Activist', 'Murder', 'Songwriter', 'English']	win	5
03hxmcfy_r02_s1_p007	47	03hxmcfy	r02	taboo_en_p0334	word	Brad Pitt	['American', 'Actor', 'Blonde', 'Troy', 'Jennifer Aniston']	win	7
03hxmcfy_r03_s1_p000	50	03hxmcfy	r03	taboo_en_p0036	word	Diving platform	['Pool', 'Board', 'Swim', 'Water', 'Jump']	skip	0
03hxmcfy_r03_s1_p002	30	03hxmcfy	r03	taboo_en_p1992	word	Astronomy	['Space', 'Celestial', 'Universe', 'Science', 'Planets']	win	2
03hxmcfy_r03_s1_p003	36	03hxmcfy	r03	taboo_en_p0132	word	Escape	['Flee', 'Stay', 'Disappear', 'Fast', 'Run']	win	3
03hxmcfy_r03_s1_p004	53	03hxmcfy	r03	taboo_en_p0003	word	Snore	['Night', 'Noise', 'Nose', 'Sleep', 'Disturb']	win	4
03hxmcfy_r03_s1_p005	15	03hxmcfy	r03	taboo_en_p2417	word	Optical Fiber	['Light', 'Plastic', 'Technology', 'Vision', 'Cable']	skip	5
03hxmcfy_r03_s1_p006	32	03hxmcfy	r03	taboo_en_p0292	word	Justin Bieber	['Famous', 'Canadian', 'Youtube', 'Teenager', 'Pop']	win	6
03hxmcfy_r03_s1_p007	29	03hxmcfy	r03	taboo_en_p0071	word	Meat ball	['Round', 'Food', 'Ball', 'Sauce', 'Pasta']	win	7
03hxmcfy_r04_s1_p000	13	03hxmcfy	r04	image_p8023	image	/birds/Purple_Finch/Purple_Finch_0032_27305.jpg	['/birds/Purple_Finch/Purple_Finch_0002_27266.jpg', '/birds/Purple_Finch/Purple_Finch_0110_27750.jpg', '/birds/Purple_Finch/Purple_Finch_0001_27571.jpg', '/birds/Purple_Finch/Purple_Finch_0014_27322.jpg', '/birds/Purple_Finch/Purple_Finch_0046_27295.jpg', '/birds/Purple_Finch/Purple_Finch_0133_27928.jpg', '/birds/Purple_Finch/Purple_Finch_0050_27702.jpg', '/birds/Purple_Finch/Purple_Finch_0118_27604.jpg', '/birds/Purple_Finch/Purple_Finch_0071_27443.jpg', '/birds/Purple_Finch/Purple_Finch_0074_28101.jpg', '/birds/Purple_Finch/Purple_Finch_0031_28175.jpg']	win	0
03hxmcfy_r04_s1_p001	17	03hxmcfy	r04	image_p13240	image	/dogs/Bernese_mountain_dog/n02107683_4194.jpg	['/dogs/Bernese_mountain_dog/n02107683_6846.jpg', '/dogs/Bernese_mountain_dog/n02107683_3797.jpg', '/dogs/Bernese_mountain_dog/n02107683_735.jpg', '/dogs/Bernese_mountain_dog/n02107683_3987.jpg', '/dogs/Bernese_mountain_dog/n02107683_1003.jpg', '/dogs/Bernese_mountain_dog/n02107683_4907.jpg', '/dogs/Bernese_mountain_dog/n02107683_5112.jpg', '/dogs/Bernese_mountain_dog/n02107683_7038.jpg', '/dogs/Bernese_mountain_dog/n02107683_522.jpg', '/dogs/Bernese_mountain_dog/n02107683_1400.jpg', '/dogs/Bernese_mountain_dog/n02107683_4653.jpg']	win	1
03hxmcfy_r04_s1_p002	21	03hxmcfy	r04	image_p14724	image	/ifood/fettuccine/train_096738.jpg	['/ifood/fettuccine/train_096733.jpg', '/ifood/fettuccine/train_096767.jpg', '/ifood/fettuccine/train_096779.jpg', '/ifood/fettuccine/train_096352.jpg', '/ifood/fettuccine/train_096375.jpg', '/ifood/fettuccine/train_096776.jpg', '/ifood/fettuccine/train_096334.jpg', '/ifood/fettuccine/train_096319.jpg', '/ifood/fettuccine/train_096756.jpg', '/ifood/fettuccine/train_096446.jpg', '/ifood/fettuccine/train_096579.jpg']	win	2
03hxmcfy_r04_s1_p003	26	03hxmcfy	r04	image_p23986	image	/birds/Bronzed_Cowbird/Bronzed_Cowbird_0082_24175.jpg	['/birds/Bronzed_Cowbird/Bronzed_Cowbird_0073_796226.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0010_24146.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0021_24189.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0057_24074.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0089_796220.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0043_796224.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0022_796221.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0090_24179.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0019_796242.jpg', '/birds/Bronzed_Cowbird/Bronzed_Cowbird_0034_796209.jpg']	win	3
03hxmcfy_r04_s1_p004	16	03hxmcfy	r04	image_p23116	image	/dogs/vizsla/n02100583_3027.jpg	['/dogs/vizsla/n02100583_13189.jpg', '/dogs/vizsla/n02100583_13656.jpg', '/dogs/vizsla/n02100583_9933.jpg', '/dogs/vizsla/n02100583_3413.jpg', '/dogs/vizsla/n02100583_11143.jpg', '/dogs/vizsla/n02100583_917.jpg', '/dogs/vizsla/n02100583_2707.jpg', '/dogs/vizsla/n02100583_13798.jpg', '/dogs/vizsla/n02100583_13007.jpg', '/dogs/vizsla/n02100583_3021.jpg', '/dogs/vizsla/n02100583_12090.jpg']	win	4
03hxmcfy_r04_s1_p005	26	03hxmcfy	r04	image_p37939	image	/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0105_33663.jpg	['/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0122_34023.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0117_33576.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0126_33593.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0011_34020.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0028_33777.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0047_33500.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0043_33595.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0125_33867.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0096_33801.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0017_33480.jpg', '/birds/Boat_tailed_Grackle/Boat_Tailed_Grackle_0050_33501.jpg']	win	5
03hxmcfy_r04_s1_p006	11	03hxmcfy	r04	image_p27449	image	/dogs/whippet/n02091134_4078.jpg	['/dogs/whippet/n02091134_17567.jpg', '/dogs/whippet/n02091134_18140.jpg', '/dogs/whippet/n02091134_15938.jpg', '/dogs/whippet/n02091134_9671.jpg', '/dogs/whippet/n02091134_232.jpg', '/dogs/whippet/n02091134_12341.jpg', '/dogs/whippet/n02091134_9398.jpg', '/dogs/whippet/n02091134_13244.jpg', '/dogs/whippet/n02091134_15865.jpg', '/dogs/whippet/n02091134_145.jpg', '/dogs/whippet/n02091134_125.jpg']	win	6
03hxmcfy_r04_s1_p007	42	03hxmcfy	r04	image_p34503	image	/birds/Chuck_will_Widow/Chuck_Will_Widow_0003_796977.jpg	['/birds/Chuck_will_Widow/Chuck_Will_Widow_0005_796998.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0023_796979.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0020_796965.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0011_796954.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0055_796973.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0012_796956.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0040_796976.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0001_796975.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg']	loss	7
03hxmcfy_r04_s1_p008	21	03hxmcfy	r04	image_p32012	image	/birds/Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg	['/birds/Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg']	win	8
03hxmcfy_r04_s1_p009	17	03hxmcfy	r04	image_p23297	image	/dogs/French_bulldog/n02108915_2118.jpg	['/dogs/French_bulldog/n02108915_7883.jpg', '/dogs/French_bulldog/n02108915_2514.jpg', '/dogs/French_bulldog/n02108915_3766.jpg', '/dogs/French_bulldog/n02108915_3104.jpg', '/dogs/French_bulldog/n02108915_1788.jpg', '/dogs/French_bulldog/n02108915_3346.jpg', '/dogs/French_bulldog/n02108915_1895.jpg', '/dogs/French_bulldog/n02108915_8425.jpg', '/dogs/French_bulldog/n02108915_3258.jpg', '/dogs/French_bulldog/n02108915_759.jpg', '/dogs/French_bulldog/n02108915_2380.jpg']	win	9
