match_id	round	describer	guesser
2w6m5k85	r02	participant_en_ng_033	participant_en_ng_013
35tjh4y0	r00	participant_en_ng_009	participant_en_ng_032
35tjh4y0	r02	participant_en_ng_009	participant_en_ng_032
3dtdev1s	r02	participant_en_ng_031	participant_en_ng_004
3dtdev1s	r03	participant_en_ng_004	participant_en_ng_031
3fv7xroe	r00	participant_en_ng_029	participant_en_ng_013
3fv7xroe	r02	participant_en_ng_029	participant_en_ng_013
3fv7xroe	r03	participant_en_ng_013	participant_en_ng_029
3fv7xroe	r04	participant_en_ng_029	participant_en_ng_013
3pzbo3ou	r00	participant_en_ng_009	participant_en_ng_031
3pzbo3ou	r01	participant_en_ng_031	participant_en_ng_009
3pzbo3ou	r03	participant_en_ng_031	participant_en_ng_009
46s1dslg	r00	participant_en_ng_015	participant_en_ng_012
4pum2oz1	r02	participant_en_ng_009	participant_en_ng_000
4pum2oz1	r03	participant_en_ng_000	participant_en_ng_009
5ilw47ag	r00	participant_en_ng_017	participant_en_ng_005
5ilw47ag	r01	participant_en_ng_005	participant_en_ng_017
5ilw47ag	r02	participant_en_ng_017	participant_en_ng_005
5ilw47ag	r03	participant_en_ng_005	participant_en_ng_017
5ilw47ag	r04	participant_en_ng_017	participant_en_ng_005
5vzitx0p	r01	participant_en_ng_035	participant_en_ng_008
5vzitx0p	r02	participant_en_ng_008	participant_en_ng_035
5vzitx0p	r03	participant_en_ng_035	participant_en_ng_008
65eq5pp6	r03	participant_en_ng_032	participant_en_ng_028
6c2o0pur	r00	participant_en_ng_006	participant_en_ng_037
6c2o0pur	r01	participant_en_ng_037	participant_en_ng_006
6c2o0pur	r02	participant_en_ng_006	participant_en_ng_037
6c2o0pur	r03	participant_en_ng_037	participant_en_ng_006
6cu59ush	r00	participant_en_ng_003	participant_en_ng_011
6cu59ush	r01	participant_en_ng_011	participant_en_ng_003
6cu59ush	r02	participant_en_ng_003	participant_en_ng_011
6cu59ush	r03	participant_en_ng_011	participant_en_ng_003
6cu59ush	r04	participant_en_ng_003	participant_en_ng_011
6qobqnlu	r01	participant_en_ng_016	participant_en_ng_036
6qobqnlu	r02	participant_en_ng_036	participant_en_ng_016
6qobqnlu	r03	participant_en_ng_016	participant_en_ng_036
7gxzb7cg	r00	participant_en_ng_001	participant_en_ng_026
7gxzb7cg	r02	participant_en_ng_001	participant_en_ng_026
7gxzb7cg	r03	participant_en_ng_026	participant_en_ng_001
7i2a9n89	r00	participant_en_ng_036	participant_en_ng_020
7qaen07n	r00	participant_en_ng_009	participant_en_ng_019
7qaen07n	r01	participant_en_ng_019	participant_en_ng_009
7qaen07n	r02	participant_en_ng_009	participant_en_ng_019
7qaen07n	r03	participant_en_ng_019	participant_en_ng_009
7qaen07n	r04	participant_en_ng_009	participant_en_ng_019
7rrdozj6	r00	participant_en_ng_032	participant_en_ng_038
7rrdozj6	r02	participant_en_ng_032	participant_en_ng_038
7vdbgsdm	r01	participant_en_ng_001	participant_en_ng_017
7vdbgsdm	r02	participant_en_ng_017	participant_en_ng_001
7vdbgsdm	r03	participant_en_ng_001	participant_en_ng_017
8gjknajp	r00	participant_en_ng_012	participant_en_ng_028
8gjknajp	r01	participant_en_ng_028	participant_en_ng_012
8gjknajp	r02	participant_en_ng_012	participant_en_ng_028
8gjknajp	r03	participant_en_ng_028	participant_en_ng_012
8pfjjlr3	r02	participant_en_ng_009	participant_en_ng_012
8pfjjlr3	r03	participant_en_ng_012	participant_en_ng_009
8pfjjlr3	r04	participant_en_ng_009	participant_en_ng_012
8t98vjhj	r01	participant_en_ng_014	participant_en_ng_010
ajwnz2l9	r00	participant_en_ng_017	participant_en_ng_020
ajwnz2l9	r01	participant_en_ng_020	participant_en_ng_017
ajwnz2l9	r03	participant_en_ng_020	participant_en_ng_017
augohsp9	r00	participant_en_ng_034	participant_en_ng_012
augohsp9	r01	participant_en_ng_012	participant_en_ng_034
augohsp9	r02	participant_en_ng_034	participant_en_ng_012
augohsp9	r03	participant_en_ng_012	participant_en_ng_034
av10dhru	r01	participant_en_ng_023	participant_en_ng_007
av10dhru	r02	participant_en_ng_007	participant_en_ng_023
av10dhru	r04	participant_en_ng_007	participant_en_ng_023
b0chmq0q	r00	participant_en_ng_001	participant_en_ng_005
b0chmq0q	r01	participant_en_ng_005	participant_en_ng_001
b0chmq0q	r02	participant_en_ng_001	participant_en_ng_005
b836rybj	r01	participant_en_ng_026	participant_en_ng_002
b836rybj	r02	participant_en_ng_002	participant_en_ng_026
b836rybj	r03	participant_en_ng_026	participant_en_ng_002
b836rybj	r04	participant_en_ng_002	participant_en_ng_026
c0jjpjro	r00	participant_en_ng_029	participant_en_ng_026
c0jjpjro	r01	participant_en_ng_026	participant_en_ng_029
c0jjpjro	r02	participant_en_ng_029	participant_en_ng_026
c0jjpjro	r03	participant_en_ng_026	participant_en_ng_029
c0jjpjro	r04	participant_en_ng_029	participant_en_ng_026
cbonciz9	r00	participant_en_ng_002	participant_en_ng_016
cbonciz9	r01	participant_en_ng_016	participant_en_ng_002
cbonciz9	r02	participant_en_ng_002	participant_en_ng_016
d6xx671m	r02	participant_en_ng_030	participant_en_ng_021
d6xx671m	r03	participant_en_ng_021	participant_en_ng_030
dd3evgl1	r00	participant_en_ng_010	participant_en_ng_018
disozw4t	r01	participant_en_ng_011	participant_en_ng_014
disozw4t	r02	participant_en_ng_014	participant_en_ng_011
dnt3gj14	r03	participant_en_ng_022	participant_en_ng_012
dnt3gj14	r04	participant_en_ng_012	participant_en_ng_022
e1dcr8hf	r00	participant_en_ng_005	participant_en_ng_002
e1dcr8hf	r01	participant_en_ng_002	participant_en_ng_005
e1dcr8hf	r02	participant_en_ng_005	participant_en_ng_002
e1dcr8hf	r03	participant_en_ng_002	participant_en_ng_005
e1dcr8hf	r04	participant_en_ng_005	participant_en_ng_002
